date,open,high,low,close,volume
2015-01-09 15:00:00,1.17843,1.18389,1.17843,1.1833,31744
2015-01-09 16:00:00,1.1833,1.18456,1.18234,1.18305,21363
2015-01-09 17:00:00,1.18305,1.18447,1.18295,1.18313,8941
2015-01-09 18:00:00,1.18313,1.18437,1.18312,1.1839,6148
2015-01-09 19:00:00,1.1839,1.1847,1.1832,1.18424,5408
2015-01-09 20:00:00,1.18424,1.18445,1.18352,1.1844,4783
2015-01-09 21:00:00,1.1844,1.18479,1.18333,1.18458,2582
2015-01-11 19:00:00,1.18458,1.18486,1.18445,1.18479,201
2015-01-11 20:00:00,1.18479,1.18578,1.18462,1.18537,645
2015-01-11 21:00:00,1.18537,1.18569,1.18425,1.18537,868
2015-01-11 22:00:00,1.18537,1.18705,1.18479,1.18677,2480
2015-01-11 23:00:00,1.18677,1.18707,1.18577,1.18706,5366
2015-01-12 00:00:00,1.18706,1.18706,1.1862,1.18676,3963
2015-01-12 01:00:00,1.18676,1.1868,1.18515,1.18579,5295
2015-01-12 02:00:00,1.18579,1.18591,1.18475,1.18485,6405
2015-01-12 03:00:00,1.18485,1.18637,1.18461,1.18559,5737
2015-01-12 04:00:00,1.18559,1.18578,1.18509,1.18541,3287
2015-01-12 05:00:00,1.18541,1.18638,1.18525,1.18624,4407
2015-01-12 06:00:00,1.18624,1.18718,1.18569,1.18573,7187
2015-01-12 07:00:00,1.18573,1.18594,1.18508,1.1855,7988
2015-01-12 08:00:00,1.1855,1.18553,1.18109,1.18163,20014
2015-01-12 09:00:00,1.18163,1.18254,1.18061,1.18139,14101
2015-01-12 10:00:00,1.18139,1.18161,1.17936,1.1796,13971
2015-01-12 11:00:00,1.1796,1.18093,1.17891,1.18,10037
2015-01-12 12:00:00,1.18,1.18051,1.17871,1.17911,10967
2015-01-12 13:00:00,1.17911,1.18271,1.17901,1.18247,14529
2015-01-12 14:00:00,1.18247,1.18457,1.1811,1.18405,18163
2015-01-12 15:00:00,1.18405,1.1844,1.1817,1.18175,20237
2015-01-12 16:00:00,1.18175,1.18331,1.18099,1.18321,12166
2015-01-12 17:00:00,1.18321,1.18321,1.18179,1.18267,6458
2015-01-12 18:00:00,1.18267,1.18457,1.18262,1.18423,6932
2015-01-12 19:00:00,1.18423,1.18468,1.18383,1.18402,3919
2015-01-12 20:00:00,1.18402,1.18411,1.18341,1.18381,3087
2015-01-12 21:00:00,1.18381,1.18383,1.18334,1.18346,2343
2015-01-12 22:00:00,1.18346,1.18353,1.18296,1.18301,2605
2015-01-12 23:00:00,1.18301,1.18329,1.1828,1.18328,3306
2015-01-13 00:00:00,1.18328,1.18442,1.18241,1.18425,6455
2015-01-13 01:00:00,1.18425,1.1849,1.18363,1.18458,7301
2015-01-13 02:00:00,1.18458,1.18469,1.1839,1.18462,4856
2015-01-13 03:00:00,1.18462,1.18605,1.1846,1.18469,5522
2015-01-13 04:00:00,1.18469,1.1849,1.18333,1.18371,7148
2015-01-13 05:00:00,1.18371,1.1839,1.18243,1.18287,6446
2015-01-13 06:00:00,1.18287,1.18357,1.18206,1.18311,7019
2015-01-13 07:00:00,1.18311,1.1853,1.18301,1.1851,10739
2015-01-13 08:00:00,1.1851,1.18512,1.18179,1.1822,14283
2015-01-13 09:00:00,1.1822,1.1827,1.1795,1.18091,15881
2015-01-13 10:00:00,1.18091,1.1812,1.17904,1.18029,11901
2015-01-13 11:00:00,1.18029,1.18109,1.17872,1.1794,11239
2015-01-13 12:00:00,1.1794,1.17993,1.17763,1.17815,13700
2015-01-13 13:00:00,1.17815,1.17947,1.17679,1.17706,15241
2015-01-13 14:00:00,1.17706,1.17805,1.1757,1.17622,16140
2015-01-13 15:00:00,1.17622,1.17969,1.17539,1.17822,18355
2015-01-13 16:00:00,1.17822,1.18005,1.17725,1.1779,15789
2015-01-13 17:00:00,1.1779,1.17968,1.17742,1.17855,8472
2015-01-13 18:00:00,1.17855,1.17889,1.17664,1.17678,10862
2015-01-13 19:00:00,1.17678,1.17813,1.17616,1.1765,9608
2015-01-13 20:00:00,1.1765,1.17752,1.17597,1.17722,5591
2015-01-13 21:00:00,1.17722,1.17786,1.17713,1.1775,2509
2015-01-13 22:00:00,1.1775,1.17787,1.17695,1.17767,1176
2015-01-13 23:00:00,1.17767,1.17806,1.17765,1.17779,3666
2015-01-14 00:00:00,1.17779,1.17832,1.17711,1.17716,7796
2015-01-14 01:00:00,1.17716,1.17746,1.17651,1.17744,6558
2015-01-14 02:00:00,1.17744,1.17809,1.17685,1.17799,9008
2015-01-14 03:00:00,1.17799,1.17803,1.17742,1.17747,3977
2015-01-14 04:00:00,1.17747,1.17879,1.17744,1.17868,3817
2015-01-14 05:00:00,1.17868,1.17955,1.17855,1.17926,7117
2015-01-14 06:00:00,1.17926,1.17963,1.17858,1.17864,8788
2015-01-14 07:00:00,1.17864,1.18097,1.17816,1.1801,11025
2015-01-14 08:00:00,1.1801,1.18121,1.17748,1.17933,27641
2015-01-14 09:00:00,1.17933,1.17977,1.17281,1.17452,25801
2015-01-14 10:00:00,1.17452,1.17626,1.17397,1.17594,13212
2015-01-14 11:00:00,1.17594,1.17608,1.17384,1.17548,12801
2015-01-14 12:00:00,1.17548,1.17613,1.1744,1.17585,10908
2015-01-14 13:00:00,1.17585,1.18471,1.17562,1.1826,33206
2015-01-14 14:00:00,1.1826,1.18406,1.17888,1.17915,26517
2015-01-14 15:00:00,1.17915,1.1798,1.17724,1.1787,20005
2015-01-14 16:00:00,1.1787,1.1812,1.17869,1.18068,13486
2015-01-14 17:00:00,1.18068,1.18146,1.17854,1.17885,9245
2015-01-14 18:00:00,1.17885,1.17934,1.17803,1.17863,8720
2015-01-14 19:00:00,1.17863,1.17866,1.17759,1.17774,7758
2015-01-14 20:00:00,1.17774,1.17933,1.17773,1.17904,4686
2015-01-14 21:00:00,1.17904,1.17917,1.17812,1.17902,2647
2015-01-14 22:00:00,1.17902,1.1794,1.17863,1.17903,1695
2015-01-14 23:00:00,1.17903,1.17907,1.17845,1.17849,2596
2015-01-15 00:00:00,1.17849,1.17921,1.17736,1.17768,7245
2015-01-15 01:00:00,1.17768,1.17816,1.17732,1.17758,6050
2015-01-15 02:00:00,1.17758,1.17831,1.17746,1.1781,4918
2015-01-15 03:00:00,1.1781,1.17885,1.17798,1.17817,3287
2015-01-15 04:00:00,1.17817,1.17861,1.17749,1.17754,4480
2015-01-15 05:00:00,1.17754,1.17773,1.17657,1.17683,4076
2015-01-15 06:00:00,1.17683,1.17734,1.17607,1.17732,4933
2015-01-15 07:00:00,1.17732,1.17872,1.17687,1.17782,10039
2015-01-15 08:00:00,1.17782,1.17784,1.17507,1.17602,12749
2015-01-15 09:00:00,1.17602,1.17666,1.15744,1.17258,45343
2015-01-15 10:00:00,1.17258,1.17755,1.16684,1.16875,59239
2015-01-15 11:00:00,1.16875,1.17338,1.16673,1.16937,43133
2015-01-15 12:00:00,1.16937,1.17479,1.16805,1.17379,36134
2015-01-15 13:00:00,1.17379,1.17421,1.16915,1.16995,34045
2015-01-15 14:00:00,1.16995,1.17046,1.16186,1.16317,37828
2015-01-15 15:00:00,1.16317,1.16463,1.15864,1.15865,43993
2015-01-15 16:00:00,1.15865,1.1611,1.15685,1.15969,38107
2015-01-15 17:00:00,1.15969,1.16111,1.15928,1.1602,20567
2015-01-15 18:00:00,1.1602,1.16367,1.15993,1.16172,20036
2015-01-15 19:00:00,1.16172,1.16222,1.16037,1.16142,14214
2015-01-15 20:00:00,1.16142,1.1624,1.16067,1.16192,9543
2015-01-15 21:00:00,1.16192,1.1638,1.16077,1.16338,11154
2015-01-15 22:00:00,1.16338,1.16382,1.1619,1.16285,5178
2015-01-15 23:00:00,1.16285,1.16405,1.1626,1.16371,9634
2015-01-16 00:00:00,1.16371,1.164,1.16125,1.16173,13112
2015-01-16 01:00:00,1.16173,1.16306,1.16009,1.16278,13049
2015-01-16 02:00:00,1.16278,1.16402,1.16268,1.16325,11563
2015-01-16 03:00:00,1.16325,1.16473,1.1632,1.16401,10126
2015-01-16 04:00:00,1.16401,1.16422,1.1631,1.1632,6968
2015-01-16 05:00:00,1.1632,1.16368,1.16262,1.16301,9872
2015-01-16 06:00:00,1.16301,1.16436,1.16221,1.16366,12222
2015-01-16 07:00:00,1.16366,1.16499,1.16246,1.16327,17161
2015-01-16 08:00:00,1.16327,1.1647,1.1613,1.16145,21790
2015-01-16 09:00:00,1.16145,1.16385,1.16125,1.16299,19713
2015-01-16 10:00:00,1.16299,1.16362,1.15958,1.16011,21800
2015-01-16 11:00:00,1.16011,1.1605,1.15763,1.15874,18519
2015-01-16 12:00:00,1.15874,1.15981,1.15812,1.15904,14890
2015-01-16 13:00:00,1.15904,1.16189,1.1575,1.15851,23504
2015-01-16 14:00:00,1.15851,1.15868,1.15391,1.15518,29592
2015-01-16 15:00:00,1.15518,1.15529,1.14609,1.14936,39233
2015-01-16 16:00:00,1.14936,1.15288,1.149,1.15173,26170
2015-01-16 17:00:00,1.15173,1.15497,1.15126,1.15486,16389
2015-01-16 18:00:00,1.15486,1.1568,1.15326,1.154,16065
2015-01-16 19:00:00,1.154,1.15867,1.15339,1.1586,13668
2015-01-16 20:00:00,1.1586,1.15902,1.15634,1.15699,11076
2015-01-16 21:00:00,1.15699,1.15776,1.15548,1.15674,6500
2015-01-18 19:00:00,1.15674,1.15614,1.15614,1.15614,1
2015-01-18 20:00:00,1.15614,1.15604,1.15472,1.15483,149
2015-01-18 21:00:00,1.15483,1.15601,1.15492,1.1558,468
2015-01-18 22:00:00,1.1558,1.15692,1.15539,1.15667,1639
2015-01-18 23:00:00,1.15667,1.15746,1.15613,1.1562,5764
2015-01-19 00:00:00,1.1562,1.1567,1.15538,1.15622,8440
2015-01-19 01:00:00,1.15622,1.15751,1.15585,1.15715,8088
2015-01-19 02:00:00,1.15715,1.15749,1.15569,1.15571,6504
2015-01-19 03:00:00,1.15571,1.15626,1.15549,1.15615,6167
2015-01-19 04:00:00,1.15615,1.15631,1.15553,1.15577,4636
2015-01-19 05:00:00,1.15577,1.15635,1.15539,1.1562,5148
2015-01-19 06:00:00,1.1562,1.15722,1.15529,1.15695,9277
2015-01-19 07:00:00,1.15695,1.15868,1.15557,1.156,16565
2015-01-19 08:00:00,1.156,1.15934,1.15523,1.1585,19125
2015-01-19 09:00:00,1.1585,1.16292,1.15824,1.1617,19719
2015-01-19 10:00:00,1.1617,1.1617,1.15903,1.16013,13385
2015-01-19 11:00:00,1.16013,1.16093,1.15865,1.15889,13981
2015-01-19 12:00:00,1.15889,1.16122,1.15863,1.16071,13324
2015-01-19 13:00:00,1.16071,1.16242,1.16012,1.16114,14907
2015-01-19 14:00:00,1.16114,1.16272,1.1601,1.16225,13081
2015-01-19 15:00:00,1.16225,1.16397,1.16149,1.16318,15070
2015-01-19 16:00:00,1.16318,1.16398,1.16212,1.16228,11075
2015-01-19 17:00:00,1.16228,1.16306,1.16038,1.16101,8686
2015-01-19 18:00:00,1.16101,1.16178,1.16044,1.16155,8012
2015-01-19 19:00:00,1.16155,1.16173,1.16023,1.16029,6112
2015-01-19 20:00:00,1.16029,1.16116,1.16024,1.16102,7151
2015-01-19 21:00:00,1.16102,1.16121,1.16057,1.16059,6964
2015-01-19 22:00:00,1.16059,1.16108,1.1604,1.16052,779
2015-01-19 23:00:00,1.16052,1.16077,1.1592,1.1596,6794
2015-01-20 00:00:00,1.1596,1.16026,1.15839,1.15839,6274
2015-01-20 01:00:00,1.15839,1.15901,1.15735,1.159,9052
2015-01-20 02:00:00,1.159,1.15905,1.15811,1.15828,8073
2015-01-20 03:00:00,1.15828,1.15867,1.15771,1.15817,4683
2015-01-20 04:00:00,1.15817,1.1584,1.15754,1.15782,3264
2015-01-20 05:00:00,1.15782,1.15867,1.15761,1.1585,4225
2015-01-20 06:00:00,1.1585,1.15856,1.15692,1.15733,7431
2015-01-20 07:00:00,1.15733,1.15941,1.15689,1.15917,13103
2015-01-20 08:00:00,1.15917,1.15935,1.15728,1.15902,13007
2015-01-20 09:00:00,1.15902,1.16101,1.15779,1.16065,15265
2015-01-20 10:00:00,1.16065,1.16168,1.15877,1.16071,15242
2015-01-20 11:00:00,1.16071,1.16072,1.15699,1.15832,12126
2015-01-20 12:00:00,1.15832,1.15953,1.15752,1.15915,11141
2015-01-20 13:00:00,1.15915,1.16065,1.15783,1.16051,12915
2015-01-20 14:00:00,1.16051,1.1605,1.15789,1.15861,14575
2015-01-20 15:00:00,1.15861,1.15908,1.15713,1.15743,15037
2015-01-20 16:00:00,1.15743,1.15853,1.1556,1.15592,13578
2015-01-20 17:00:00,1.15592,1.15687,1.15447,1.15482,8936
2015-01-20 18:00:00,1.15482,1.15567,1.15422,1.15526,6289
2015-01-20 19:00:00,1.15526,1.15547,1.15413,1.15515,6031
2015-01-20 20:00:00,1.15515,1.15539,1.15469,1.15519,4790
2015-01-20 21:00:00,1.15519,1.15582,1.15499,1.15512,4742
2015-01-20 22:00:00,1.15512,1.15568,1.15511,1.15558,2560
2015-01-20 23:00:00,1.15558,1.15582,1.15435,1.15464,5340
2015-01-21 00:00:00,1.15464,1.15587,1.15423,1.15518,5687
2015-01-21 01:00:00,1.15518,1.1566,1.15518,1.1563,4383
2015-01-21 02:00:00,1.1563,1.15689,1.15595,1.15676,3428
2015-01-21 03:00:00,1.15676,1.1574,1.15641,1.1569,7174
2015-01-21 04:00:00,1.1569,1.15765,1.15633,1.15666,6121
2015-01-21 05:00:00,1.15666,1.15765,1.15619,1.15755,4303
2015-01-21 06:00:00,1.15755,1.15893,1.15749,1.1582,7058
2015-01-21 07:00:00,1.1582,1.15858,1.15548,1.15581,11520
2015-01-21 08:00:00,1.15581,1.15771,1.15478,1.15732,13760
2015-01-21 09:00:00,1.15732,1.15868,1.15652,1.15715,12953
2015-01-21 10:00:00,1.15715,1.15839,1.15658,1.15722,10998
2015-01-21 11:00:00,1.15722,1.15848,1.15674,1.15776,9900
2015-01-21 12:00:00,1.15776,1.1594,1.15721,1.15901,9210
2015-01-21 13:00:00,1.15901,1.1638,1.15878,1.16337,19209
2015-01-21 14:00:00,1.16337,1.16825,1.15659,1.16404,36142
2015-01-21 15:00:00,1.16404,1.16604,1.15819,1.15876,30744
2015-01-21 16:00:00,1.15876,1.16143,1.15816,1.15841,19033
2015-01-21 17:00:00,1.15841,1.15855,1.15668,1.1575,10981
2015-01-21 18:00:00,1.1575,1.15782,1.15628,1.15745,7296
2015-01-21 19:00:00,1.15745,1.15973,1.15744,1.15915,7735
2015-01-21 20:00:00,1.15915,1.15926,1.15804,1.15892,6690
2015-01-21 21:00:00,1.15892,1.16132,1.15884,1.16127,5650
2015-01-21 22:00:00,1.16127,1.16182,1.16094,1.16152,2544
2015-01-21 23:00:00,1.16152,1.16306,1.16086,1.16156,7310
2015-01-22 00:00:00,1.16156,1.16175,1.15917,1.16061,7024
2015-01-22 01:00:00,1.16061,1.16201,1.15987,1.15989,6805
2015-01-22 02:00:00,1.15989,1.1606,1.15974,1.16052,5079
2015-01-22 03:00:00,1.16052,1.16084,1.15987,1.16067,4100
2015-01-22 04:00:00,1.16067,1.16101,1.15993,1.15997,4157
2015-01-22 05:00:00,1.15997,1.16021,1.15894,1.15917,4240
2015-01-22 06:00:00,1.15917,1.15924,1.15789,1.1579,5314
2015-01-22 07:00:00,1.1579,1.15954,1.15764,1.15788,9054
2015-01-22 08:00:00,1.15788,1.16182,1.15782,1.16029,16433
2015-01-22 09:00:00,1.16029,1.16304,1.1603,1.16244,11760
2015-01-22 10:00:00,1.16244,1.16402,1.16076,1.16277,11913
2015-01-22 11:00:00,1.16277,1.16457,1.16186,1.16277,10729
2015-01-22 12:00:00,1.16277,1.16734,1.15959,1.16316,17940
2015-01-22 13:00:00,1.16316,1.16434,1.15152,1.15639,50821
2015-01-22 14:00:00,1.15639,1.1568,1.14536,1.14645,57970
2015-01-22 15:00:00,1.14645,1.14922,1.14142,1.14181,34825
2015-01-22 16:00:00,1.14181,1.14331,1.1405,1.14142,23278
2015-01-22 17:00:00,1.14142,1.14163,1.13774,1.13839,18267
2015-01-22 18:00:00,1.13839,1.13859,1.13638,1.13774,14285
2015-01-22 19:00:00,1.13774,1.1393,1.13703,1.138,10655
2015-01-22 20:00:00,1.138,1.1383,1.13529,1.13617,9770
2015-01-22 21:00:00,1.13617,1.13693,1.13172,1.13667,12445
2015-01-22 22:00:00,1.13667,1.13714,1.13533,1.13711,2969
2015-01-22 23:00:00,1.13711,1.13746,1.13434,1.13478,9959
2015-01-23 00:00:00,1.13478,1.13696,1.134,1.13627,10209
2015-01-23 01:00:00,1.13627,1.13749,1.13603,1.13625,7558
2015-01-23 02:00:00,1.13625,1.13703,1.13612,1.1364,5383
2015-01-23 03:00:00,1.1364,1.13683,1.13623,1.13649,4209
2015-01-23 04:00:00,1.13649,1.13672,1.13423,1.13434,4550
2015-01-23 05:00:00,1.13434,1.13485,1.13155,1.13367,11336
2015-01-23 06:00:00,1.13367,1.13433,1.13177,1.13372,11361
2015-01-23 07:00:00,1.13372,1.13499,1.13303,1.13468,13702
2015-01-23 08:00:00,1.13468,1.13574,1.12591,1.12738,27754
2015-01-23 09:00:00,1.12738,1.12915,1.12318,1.12345,28814
2015-01-23 10:00:00,1.12345,1.12466,1.12204,1.12354,15784
2015-01-23 11:00:00,1.12354,1.12487,1.11713,1.11737,17505
2015-01-23 12:00:00,1.11737,1.11997,1.11154,1.11874,39386
2015-01-23 13:00:00,1.11874,1.12376,1.11664,1.12365,34158
2015-01-23 14:00:00,1.12365,1.12626,1.12112,1.12454,35222
2015-01-23 15:00:00,1.12454,1.12902,1.12339,1.1247,31670
2015-01-23 16:00:00,1.1247,1.12883,1.1246,1.12784,22445
2015-01-23 17:00:00,1.12784,1.12848,1.12535,1.12564,13275
2015-01-23 18:00:00,1.12564,1.12587,1.12189,1.12201,12483
2015-01-23 19:00:00,1.12201,1.12476,1.12196,1.12472,9392
2015-01-23 20:00:00,1.12472,1.12489,1.12086,1.12088,9084
2015-01-23 21:00:00,1.12088,1.12357,1.12077,1.12086,5243
